1,2,3,4,5,6,8,9,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328
P2_V316_2273,P2,V316,Battambang,Rotonak Mondol,Sdau,2273,Yes,10-Sep-16,14.05,14.3,,,Completed,,,,,,,,,,,Neur Chanda,10-Sep-16,Chhem Bunthy,10-Sep-16,Yes,Oy Sreymom,13-Sep-16,Yes,Socheat,8-Oct-16,Yes,Yes,10-Sep-16,4,1981,35,Buddhist,,Upper Secondary (10–12),,Married or living together,Lower Secondary (7-9),,4,2,2,1,Bottled water,,Elsewhere,3,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,2273,0,,Other,BURNING,No,Yes,0,Yes,Yes,0,0,Yes,0,0,0,Charcoal,,Cement tiles,,Metal,,Wood planks / shingles,,1,0,0,Yes,0,0,0,0,0
P2_V444_3061,P2,V444,Battambang,Sangkae,Ta Pon,3061,Yes,10-Sep-16,10.14,10.4,,,Completed,,,,,,,,,,,Vong Sokny,10-Sep-16,Chhorn Chanthy,11-Sep-16,Yes,,,,Socheat,23-Sep-16,Yes,Yes,10-Sep-16,9,1984,32,Buddhist,,Primary (1 – 6),,Married or living together,Don't know,,8,3,5,1,Bottled water,,In own yard/plot,,"Yes, always",0,0,0,0,0,0,Yes,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to pit latri,,Observed,Yes,,3061,0,,Left in the open,,No,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,0,0,LPG,,Ceramic tiles,,Metal,,Bricks,,3,Yes,Yes,Yes,Yes,0,0,0,0
P2_V199_2231,P2,V199,Battambang,Koas Krala,Preah Phos,2231,Yes,9-Sep-16,9.5,10.09,,,Completed,,,,,,,,,,,Neur Chanda,9-Sep-16,Chhem Bunthy,9-Sep-16,Yes,Oy Sreymom,10-Sep-16,Yes,Vannak,8-Oct-16,Yes,Yes,9-Sep-16,5,1993,23,Buddhist,,Lower Secondary (7–9),,Married or living together,Primary (1 - 6),,3,1,2,1,Rainwater,,In own dwelling,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, mobile",Water is available,"Soap or detergent (bar, liquid,",No facility / bush / field,,,,,,0,,Other,THROWN INTO BUSH,No,0,0,0,Yes,0,0,0,0,Yes,Yes,Wood,,Parquet or polished wood,,Metal,,Metal,,0,0,0,Yes,0,0,0,0,0
P2_V468_1789,P2,V468,Battambang,Koas Krala,Thipakdei,1789,Yes,8-Sep-16,17.3,17.5,,,Completed,,,,,,,,,,,Neur Chanda,8-Sep-16,Chhem Bunthy,8-Sep-16,Yes,,,,Socheat,18-Sep-16,Yes,Yes,8-Sep-16,11,1990,26,Buddhist,,Lower Secondary (7–9),,Married or living together,Primary (1 - 6),,4,2,2,1,Bottled water,,Elsewhere,5,"Yes, always",0,0,0,0,0,0,Yes,0,,No,"Observed, mobile",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,1789,0,,Other,WASHING,No,Yes,0,Yes,Yes,0,0,0,0,0,Yes,Charcoal,,Parquet or polished wood,,Calamine / cement fiber,,Wood planks / shingles,,2,0,Yes,0,0,0,Yes,0,0
P2_V448_2589,P2,V448,Battambang,Thma Koul,Ta Pung,2589,Yes,12-Sep-16,12.1,12.4,,,Completed,,,,,,,,,,,Lmot Samkol,12-Sep-16,Ong Seyha,12-Sep-16,Yes,,,,Vannak,23-Sep-16,Yes,Yes,12-Sep-16,9,1989,27,Buddhist,,Primary (1 – 6),,Married or living together,Upper Secondary (10-12),,8,5,3,1,Rainwater,,In own yard/plot,,"Yes, always",0,0,0,Yes,0,0,Yes,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Buried,,No,Yes,0,Yes,0,0,0,Yes,0,0,0,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,0,0,0,Yes,0,0,Yes,0,0
P2_V250_0897,P2,V250,Battambang,Moung Ruessei,Robas Mongkol,897,Yes,6-Sep-16,15.55,16.45,,,Completed,,,,,,,,,,,Rith Socheat,6-Sep-16,Ong Seyha,6-Sep-16,Yes,,,,Socheat,17-Nov-16,Yes,Yes,6-Sep-16,8,1985,31,Buddhist,,Primary (1 – 6),,Married or living together,Upper Secondary (10-12),,5,3,2,1,Bottled water,,In own dwelling,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",other,,Not Observed,No,,,0,,Buried,,No,Yes,0,Yes,Yes,0,0,0,0,Yes,0,Electricity,,Ceramic tiles,,Metal,,Cement blocks,,1,0,Yes,Yes,0,0,0,0,0
P1_V294_1307,P1,V294,Pursat,Phnum Kravanh,Samraong,1307,Yes,2-Sep-16,12.45,13.08,,,Completed,,,,,,,,,,,Pichtip Vibol,2-Sep-16,Chhor Lyda,5-Sep-16,Yes,,,,Vannak,10-Sep-16,Yes,Yes,2-Sep-16,7,1993,24,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,3,1,2,1,"Surface water (river, dam, lake,",,Elsewhere,60,"Yes, sometimes",Yes,0,0,0,0,Yes,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",No facility / bush / field,,,,,,0,,Buried,,No,Yes,0,Yes,Yes,0,0,0,0,0,0,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,0,0,0,Yes,0,0,0,0,0
P1_V290_0760,P1,V290,Pursat,Phnum Kravanh,Samraong,760,Yes,2-Sep-16,15.3,16.05,,,Completed,,,,,,,,,,,Nhoueng Sovann,2-Sep-16,Ong Seyha,2-Sep-16,Yes,,,,Vannak,11-Sep-16,Yes,Yes,2-Sep-16,7,1992,24,Moslim,,Primary (1 – 6),,Married or living together,Lower Secondary (7-9),,3,1,2,1,Rainwater,,In own dwelling,,No,0,0,0,0,0,0,0,0,,,"Observed, mobile",Water is available,None,Flush or pour flush to septic ta,,Observed,Yes,,,0,,Left in the open,,No,0,0,0,Yes,0,0,0,0,0,Yes,Wood,,Parquet or polished wood,,Calamine / cement fiber,,Wood planks / shingles,,1,0,0,Yes,0,0,Yes,0,0
P2_V232_1183,P2,V232,Battambang,Rukh Kiri,Prey Tralach,1183,Yes,5-Sep-16,15.01,15.29,,,Completed,,,,,,,,,,,Och La,5-Sep-16,Chhorn Chanthy,6-Sep-16,Yes,,,,Vannak,12-Sep-16,Yes,Yes,5-Sep-16,9,1988,30,Buddhist,,Lower Secondary (7–9),,Married or living together,Primary (1 - 6),,6,3,3,1,Unprotected dug well,,In own yard/plot,,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,None,No facility / bush / field,,,,,,0,,Buried,,No,0,0,0,Yes,0,0,0,0,0,Yes,Wood,,Parquet or polished wood,,Metal,,Metal,,0,0,Yes,0,0,Yes,0,0,0
P2_V448_2588,P2,V448,Battambang,Thma Koul,Ta Pung,2588,Yes,12-Sep-16,12.03,12.35,,,Completed,,,,,,,,,,,Phorn Somaly,12-Sep-16,Ong Seyha,12-Sep-16,Yes,,,,Vannak,23-Sep-16,Yes,Yes,12-Sep-16,2,1992,24,Buddhist,,Upper Secondary (10–12),,Married or living together,Lower Secondary (7-9),,7,2,5,1,"Surface water (river, dam, lake,",,Elsewhere,15,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Put /rinsed into toilet or latri,,No,Yes,0,Yes,Yes,Yes,0,Yes,0,Yes,Yes,Charcoal,,Ceramic tiles,,Metal,,Wood planks / shingles,,2,0,0,Yes,0,0,Yes,0,0
P1_V298_0938,P1,V298,Pursat,Phnum Kravanh,Samraong,938,Yes,2-Sep-16,10.21,10.43,,,Completed,,,,,,,,,,,Sot Chakriya,2-Sep-16,Chhem Bunthy,2-Sep-16,Yes,,,,Vannak,19-Oct-16,Yes,Yes,2-Sep-16,2,1986,31,Buddhist,,Primary (1 – 6),,Married or living together,Lower Secondary (7-9),,6,3,3,1,Rainwater,,Elsewhere,60,"Yes, sometimes",Yes,0,0,0,0,0,0,Yes,DRINK WATER NOT BOIL,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to pit latri,,Observed,Yes,,,Yes,2,Buried,,No,0,0,0,Yes,0,0,Yes,0,Yes,Yes,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,1,0,Yes,Yes,0,Yes,0,0,0
P2_V313_2581,P2,V313,Battambang,Rotonak Mondol,Sdau,2581,Yes,10-Sep-16,14.5,15.08,,,Completed,,,,,,,,,,,Chum Sophea,10-Sep-16,Ong Seyha,10-Sep-16,Yes,,,,Socheat,22-Sep-16,Yes,Yes,10-Sep-16,4,1967,51,Buddhist,,Never attended school,,Married or living together,Lower Secondary (7-9),,6,2,4,2,Rainwater,,In own yard/plot,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Buried,,"Yes, observed card",Yes,Yes,Yes,Yes,0,0,Yes,0,0,0,Charcoal,,Parquet or polished wood,,Metal,,Metal,,0,0,0,Yes,0,0,0,0,0
P2_V198_2206,P2,V198,Battambang,Koas Krala,Preah Phos,2206,Yes,9-Sep-16,13.28,13.55,,,Completed,,,,,,,,,,,Cheat Chansolinda,9-Sep-16,Chhem Bunthy,9-Sep-16,Yes,,,,Vannak,19-Sep-16,Yes,Yes,9-Sep-16,9,1988,28,Buddhist,,Primary (1 – 6),,Married or living together,Never attended school,,4,2,2,1,Rainwater,,In own yard/plot,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,None,Use another household’s latrine,,,,,,0,,Put /rinsed into toilet or latri,,"Yes, observed card",0,0,0,Yes,0,0,0,0,0,Yes,Wood,,Wood planks,,Metal,,Wood planks / shingles,,0,0,0,0,0,0,0,0,0
P2_V312_2534,P2,V312,Battambang,Rotonak Mondol,Sdau,2534,Yes,10-Sep-16,15.34,15.53,,,Completed,,,,,,,,,,,Sroy Theary,10-Sep-16,Ong Seyha,10-Sep-16,Yes,Oy Sreymom,11-Sep-16,Yes,Socheat,8-Oct-16,Yes,Yes,10-Sep-16,4,1993,25,Buddhist,,Lower Secondary (7–9),,Married or living together,Lower Secondary (7-9),,8,2,6,2,Rainwater,,In own yard/plot,,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",No facility / bush / field,,,,,,0,,Other,WASHING,No,Yes,Yes,Yes,Yes,0,0,0,Yes,0,0,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,1,Yes,0,Yes,0,0,0,0,0
P2_V38_1574,P2,V38,Battambang,Koas Krala,Chhnal Moan,1574,Yes,7-Sep-16,16.45,17.1,,,Completed,,,,,,,,,,,Khat Chantrea,7-Sep-16,Chhor Lyda,9-Sep-16,Yes,,,,Socheat,22-Sep-16,Yes,Yes,7-Sep-16,8,1969,47,Buddhist,,Lower Secondary (7–9),,Married or living together,Never attended school,,6,4,2,1,"Surface water (river, dam, lake,",,Elsewhere,10,"Yes, always",Yes,Yes,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",No facility / bush / field,,,,,,0,,Buried,,No,Yes,0,Yes,Yes,0,0,0,Yes,0,0,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,0,Yes,0,Yes,0,0,0,0,0
P2_V451_2667,P2,V451,Battambang,Thma Koul,Ta Pung,2667,Yes,13-Sep-16,15.03,15.3,,,Completed,,,,,,,,,,,Sroy Theary,13-Sep-16,Ong Seyha,13-Sep-16,Yes,,,,Vannak,18-Nov-16,Yes,Yes,13-Sep-16,12,1969,48,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,8,4,4,2,Rainwater,,In own yard/plot,,"Yes, always",Yes,0,0,Yes,0,0,0,0,,No,"Observed, fixed place",Water is available,None,Flush or pour flush to pit latri,,Observed,Yes,,,0,,Buried,,No,Yes,0,Yes,Yes,Yes,0,0,0,0,0,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,1,0,Yes,Yes,0,0,0,0,Yes
P3_V307_5419,P3,V307,Siem Reap,Chi Kraeng,Sangvaeuy,5419,Yes,26-Sep-16,14.12,14.3,,,Completed,,,,,,,,,,,Och La,26-Sep-16,Chhorn Chanthy,27-Sep-16,Yes,,,,Vannak,11-Oct-16,Yes,Yes,26-Sep-16,4,1989,28,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,3,2,1,1,Rainwater,,In own yard/plot,,"Yes, always",0,0,0,Yes,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Use another household’s latrine,,,,,,0,,Put /rinsed into toilet or latri,,No,Yes,0,Yes,0,0,0,0,0,0,0,Wood,,Cement,,Metal,,Metal,,0,0,0,0,0,0,0,0,0
P2_V397_2105,P2,V397,Battambang,Kamrieng,Ta Krei,2105,Yes,8-Sep-16,14.15,14.45,,,Completed,,,,,,,,,,,Lmot Samkol,8-Sep-16,Ong Seyha,8-Sep-16,Yes,,,,Socheat,17-Sep-16,Yes,Yes,8-Sep-16,1,1975,41,Buddhist,,Lower Secondary (7–9),,Married or living together,Lower Secondary (7-9),,6,4,2,1,Rainwater,,In own yard/plot,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Put /rinsed into toilet or latri,,No,0,0,Yes,Yes,0,0,Yes,0,Yes,Yes,Charcoal,,Parquet or polished wood,,Metal,,Wood planks / shingles,,1,0,0,Yes,0,0,Yes,0,0
P2_V233_1188,P2,V233,Battambang,Rukh Kiri,Prey Tralach,1188,Yes,5-Sep-16,12.55,13.2,,,Completed,,,,,,,,,,,Vong Sokny,5-Sep-16,Chhorn Chanthy,6-Sep-16,Yes,,,,Vannak,15-Sep-16,Yes,Yes,5-Sep-16,8,1995,23,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,3,1,2,1,Rainwater,,In own dwelling,,"Yes, always",Yes,0,0,Yes,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",No facility / bush / field,,,,,,0,,Other,THROWN INTO WATER,No,0,0,Yes,0,0,0,0,0,Yes,Yes,Wood,,Wood planks,,Metal,,Wood planks / shingles,,0,0,0,Yes,0,0,0,0,0
P2_V391_2024,P2,V391,Battambang,Kamrieng,Ta Krei,2024,Yes,7-Sep-16,11.3,11.54,,,Completed,,,,,,,,,,,Sroy Theary,7-Sep-16,Ong Seyha,7-Sep-16,Yes,Oy Sreymom,8-Sep-16,Yes,Socheat,8-Oct-16,Yes,Yes,7-Sep-16,6,1958,63,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,6,4,2,1,Rainwater,,In own yard/plot,,"Yes, sometimes",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Buried,,No,0,Yes,0,Yes,0,0,0,0,Yes,Yes,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,0,0,Yes,0,0,0,0,0,0
P2_V253_1661,P2,V253,Battambang,Moung Ruessei,Robas Mongkol,1661,Yes,6-Sep-16,15.4,16.4,,,Completed,,,,,,,,,,,Treng Sokea,6-Sep-16,Chhem Bunthy,6-Sep-16,Yes,,,,Socheat,14-Sep-16,Yes,Yes,6-Sep-16,9,1989,29,Buddhist,,Never attended school,,Married or living together,Lower Secondary (7-9),,4,1,3,1,Rainwater,,In own dwelling,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to pit latri,,Observed,Yes,,1661,0,,Put /rinsed into toilet or latri,,"Yes, observed card",Yes,0,0,Yes,0,0,0,0,Yes,Yes,Charcoal,,Parquet or polished wood,,Metal,,Metal,,0,Yes,0,0,0,0,0,0,0
P2_V152_1828,P2,V152,Battambang,Koas Krala,Chhnal Moan,1828,Yes,7-Sep-16,14.5,15.13,,,Completed,,,,,,,,,,,Chan Sreymom,7-Sep-16,Chhorn Chanthy,8-Sep-16,Yes,,,,Socheat,16-Sep-16,Yes,Yes,7-Sep-16,12,1975,41,Buddhist,,Primary (1 – 6),,Married or living together,Lower Secondary (7-9),,6,4,2,1,"Surface water (river, dam, lake,",,Elsewhere,60,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Put /rinsed into toilet or latri,,No,0,0,0,Yes,0,0,0,0,0,Yes,Wood,,Earth / Sand / Clay,,Metal,,Metal,,0,0,0,Yes,0,Yes,0,0,0
P2_V468_1796,P2,V468,Battambang,Koas Krala,Thipakdei,1796,Yes,8-Sep-16,15.09,15.34,,,Completed,,,,,,,,,,,Sot Chakriya,8-Sep-16,Chhem Bunthy,8-Sep-16,Yes,,,,Socheat,18-Sep-16,Yes,Yes,8-Sep-16,6,1972,44,Buddhist,,Primary (1 – 6),,Married or living together,Lower Secondary (7-9),,4,2,2,1,Piped into dwelling,,In own dwelling,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to pit latri,,Observed,Yes,,1796,0,,Buried,,"Yes, observed card",Yes,0,Yes,Yes,0,0,0,0,0,0,Charcoal,,Parquet or polished wood,,Metal,,Metal,,0,0,Yes,Yes,0,0,Yes,0,0
P3_V308_4306,P3,V308,Siem Reap,Chi Kraeng,Sangvaeuy,4306,Yes,26-Sep-16,12.55,13.19,,,Completed,,,,,,,,,,,Chan Sreymom,26-Sep-16,Chhorn Chanthy,27-Sep-16,Yes,,,,Vannak,11-Oct-16,Yes,Yes,26-Sep-16,1,1991,28,Buddhist,,Primary (1 – 6),,Married or living together,Upper Secondary (10-12),,10,5,5,1,Unprotected dug well,,In own yard/plot,,"Yes, always",0,0,0,Yes,0,0,0,0,,No,"Observed, mobile",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Other,WASHING,No,Yes,0,Yes,Yes,0,0,Yes,0,0,0,Wood,,Parquet or polished wood,,Calamine / cement fiber,,Wood planks / shingles,,2,Yes,Yes,Yes,0,0,Yes,0,0
P2_V310_3271,P2,V310,Battambang,Rotonak Mondol,Sdau,3271,Yes,10-Sep-16,16.05,16.25,,,Completed,,,,,,,,,,,Chea Sophana,10-Sep-16,Chhor Lyda,11-Sep-16,Yes,,,,Socheat,21-Sep-16,Yes,Yes,10-Sep-16,9,1987,29,Buddhist,,Lower Secondary (7–9),,Married or living together,Primary (1 - 6),,5,3,2,1,Bottled water,,In own yard/plot,,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,3271,Yes,2,Other,BURNING,No,Yes,0,Yes,Yes,0,0,0,0,0,0,Charcoal,,Ceramic tiles,,Metal,,Wood planks / shingles,,0,0,0,Yes,0,0,Yes,0,0
P1_V297_0936,P1,V297,Pursat,Phnum Kravanh,Samraong,936,Yes,2-Sep-16,10.1,10.45,,,Completed,,,,,,,,,,,Treng Sokea,2-Sep-16,Chhem Bunthy,2-Sep-16,Yes,,,,Vannak,11-Sep-16,Yes,Yes,2-Sep-16,1,1991,25,Buddhist,,Lower Secondary (7–9),,Married or living together,Primary (1 - 6),,4,2,2,1,Rainwater,,In own dwelling,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Use another household’s latrine,,,,,,0,,Buried,,No,Yes,0,0,Yes,0,0,Yes,0,0,0,Wood,,Wood planks,,Metal,,Metal,,0,0,0,0,0,0,0,0,0
P2_V392_2066,P2,V392,Battambang,Kamrieng,Ta Krei,2066,Yes,8-Sep-16,11.35,12,,,Completed,,,,,,,,,,,Am Sa Em,8-Sep-16,Ong Seyha,8-Sep-16,Yes,,,,Socheat,18-Sep-16,Yes,Yes,8-Sep-16,2,1980,36,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,8,4,4,1,Rainwater,,In own yard/plot,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,"2066-34-1, 2066-34-2",Yes,1,Buried,,No,0,0,0,Yes,0,0,0,0,0,Yes,Wood,,Parquet or polished wood,,Metal,,Metal,,1,0,Yes,0,0,Yes,0,0,0
P2_V400_2058,P2,V400,Battambang,Kamrieng,Ta Krei,2058,Yes,7-Sep-16,10.4,11.1,,,Completed,,,,,,,,,,,Lmot Samkol,7-Sep-16,Ong Seyha,7-Sep-16,Yes,,,,Socheat,19-Nov-16,Yes,Yes,7-Sep-16,10,1995,21,Buddhist,,Primary (1 – 6),,Married or living together,Upper Secondary (10-12),,6,1,5,1,Rainwater,,In own yard/plot,,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Buried,,No,0,Yes,Yes,Yes,0,0,Yes,0,0,Yes,Charcoal,,Cement,,Metal,,Bricks,,1,0,0,Yes,0,0,Yes,0,0
P1_V294_1337,P1,V294,Pursat,Phnum Kravanh,Samraong,1337,Yes,2-Sep-16,13.35,13.55,,,Completed,,,,,,,,,,,Khat Chantrea,2-Sep-16,Chhor Lyda,5-Sep-16,Yes,,,,Vannak,10-Sep-16,Yes,Yes,2-Sep-16,2,1993,23,Buddhist,,Upper Secondary (10–12),,Married or living together,Primary (1 - 6),,3,1,2,1,Bottled water,,Elsewhere,90,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is not available,None,No facility / bush / field,,,,,,0,,Other,THROWN OFF,No,0,0,0,Yes,0,0,0,0,0,Yes,Wood,,Cement,,Metal,,Wood planks / shingles,,1,0,0,Yes,0,0,Yes,0,0
P3_V306_4279,P3,V306,Siem Reap,Chi Kraeng,Sangvaeuy,4279,Yes,26-Sep-16,12.2,12.46,,,Completed,,,,,,,,,,,At Sokchan,26-Sep-16,Chhorn Chanthy,27-Sep-16,Yes,,,,Vannak,12-Oct-16,Yes,Yes,26-Sep-16,4,1991,25,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,4,2,2,1,Protected dug well,,Elsewhere,10,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,None,No facility / bush / field,,,,,,0,,Buried,,No,0,0,0,Yes,0,0,0,0,Yes,Yes,Wood,,Parquet or polished wood,,Clay tiles,,Wood planks / shingles,,0,0,Yes,Yes,0,Yes,0,Yes,0
P2_V247_1229,P2,V247,Battambang,Moung Ruessei,Robas Mongkol,1229,Yes,6-Sep-16,11.37,11.58,,,Completed,,,,,,,,,,,Chhoeun Ratana,6-Sep-16,Chhorn Chanthy,7-Sep-16,Yes,,,,Socheat,14-Sep-16,Yes,Yes,6-Sep-16,1,1993,23,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,4,2,2,1,Rainwater,,In own yard/plot,,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Buried,,"Yes, observed card",Yes,0,Yes,Yes,0,0,0,0,Yes,0,Wood,,Cement,,Metal,,Metal,,0,Yes,0,Yes,0,0,0,0,0
P2_V462_1767,P2,V462,Battambang,Koas Krala,Thipakdei,1767,Yes,7-Sep-16,9.18,9.39,,,Completed,,,,,,,,,,,Am Sarath,7-Sep-16,Chhem Bunthy,7-Sep-16,Yes,,,,Socheat,16-Sep-16,Yes,Yes,7-Sep-16,3,1988,27,Buddhist,,Primary (1 – 6),,Married or living together,Lower Secondary (7-9),,5,1,4,1,Rainwater,,In own yard/plot,,"Yes, always",Yes,0,0,Yes,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,1767,Yes,1,Put /rinsed into toilet or latri,,No,Yes,0,Yes,Yes,0,0,0,0,0,Yes,Wood,,Wood planks,,Metal,,Wood planks / shingles,,0,0,Yes,Yes,0,0,Yes,0,0
P2_V471_1783,P2,V471,Battambang,Koas Krala,Thipakdei,1783,Yes,8-Sep-16,9.54,10.35,,,Completed,,,,,,,,,,,Sok Menglong,8-Sep-16,Chhem Bunthy,8-Sep-16,Yes,Oy Sreymom,10-Sep-16,Yes,Socheat,22-Sep-16,Yes,Yes,8-Sep-16,2,1998,19,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,4,1,3,1,Rainwater,,In own yard/plot,,"Yes, sometimes",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,None,No facility / bush / field,,,,,,0,,Left in the open,,"Yes, observed card",0,0,Yes,Yes,0,0,0,0,0,Yes,Wood,,Wood planks,,Metal,,Metal,,0,0,0,Yes,0,0,0,0,0
P2_V393_2031,P2,V393,Battambang,Kamrieng,Ta Krei,2031,Yes,7-Sep-16,14.38,15.01,,,Completed,,,,,,,,,,,Nhoueng Sovann,7-Sep-16,Ong Seyha,7-Sep-16,Yes,,,,Socheat,22-Sep-16,Yes,Yes,7-Sep-16,3,1986,30,Buddhist,,Never attended school,,Married or living together,Primary (1 - 6),,6,4,2,1,Rainwater,,In own dwelling,,No,0,0,0,0,0,0,0,0,,,"Observed, mobile",Water is available,None,No facility / bush / field,,,,,,0,,Buried,,No,Yes,0,0,Yes,0,0,0,0,0,0,Wood,,Cement,,Metal,,Palm / bamboo / thatch,,0,0,0,Yes,0,0,Yes,0,0
P2_V470_2198,P2,V470,Battambang,Koas Krala,Thipakdei,2198,Yes,8-Sep-16,12.17,12.53,,,Completed,,,,,,,,,,,Pok Sophea,8-Sep-16,Chhem Bunthy,8-Sep-16,Yes,Oy Sreymom,10-Sep-16,Yes,Socheat,18-Sep-16,Yes,Yes,8-Sep-16,6,1968,48,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,11,5,6,1,Piped into dwelling,,In own dwelling,,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,None,Flush or pour flush to septic ta,,Observed,Yes,,2198,0,,Buried,,"Yes, observed card",Yes,0,Yes,Yes,0,0,0,0,0,0,Charcoal,,Wood planks,,Metal,,Metal,,0,0,0,Yes,0,0,0,0,0
